Hsp60C CG31740 1.0 58
CG9246 l(3)72Dn 0.88000834 115
CG5033 CG8064 0.8800012 115
RpS9 Fib 0.8799809 111
CG9246 CG7728 0.8799735 115
CG5033 l(2)k09022 0.87994635 115
CG9246 l(3)07882 0.87992257 115
CG5033 l(3)07882 0.8798748 115
CG7728 CG5033 0.87982404 115
nop5 CG5033 0.87974405 115
CG9246 l(2)k09022 0.8797087 115
CG9246 CG11920 0.8796871 115
CG9246 CG9799 0.87967575 115
CG9246 CG7338 0.8796018 115
CG5033 Nop56 0.8795981 115
CG5033 wcd 0.8795833 115
CG5033 CG7338 0.87951547 115
CG9246 CG2260 0.87950516 115
CG9246 CG12325 0.8794659 115
CG9246 CG5728 0.87942487 115
CG9246 CG1671 0.87939906 115
RpS13 CG1789 0.87937546 107
nop5 CG9246 0.8793043 115
CG9246 Nop56 0.8792871 115
CG1789 RpS16 0.87895495 107
CG1394 CG31740 0.87886095 60
CG17377 SIP2 0.8784635 60
CG5089 CG31740 0.8772887 60
Mst98Ca CG31740 0.87688667 60
CG31740 CG4691 0.8767608 60
CG13245 SIP2 0.8767293 60
CG9920 Mst84Da 0.87667096 60
hoip CG2972 0.8766012 114
Mst98Ca Hsp60C 0.87627196 60
Mst98Ca betaTub85D 0.87624073 60
CG8545 RpI135 0.8759667 105
CG8701 CG31740 0.8758967 60
CG17377 Mst84Da 0.87588274 60
betaTub85D CG13245 0.87572503 60
CG31740 CG14926 0.87555397 60
CG33506 CG5033 0.87545836 114
Mst98Ca Mst84Da 0.87543035 60
kz CG10909 0.87522304 111
pit l(2)35Df 0.87520176 109
betaTub85D CG15219 0.87501186 60
CG18662 Hsp60C 0.8749231 60
CG13245 Mst84Da 0.8747752 60
Hsp60C CG13245 0.8746195 60
Hsp60C CG31948 0.8746049 60
l(2)34Fd CG9253 0.87447196 114
CG14926 SIP2 0.8744429 60
CG5089 Mst84Da 0.87443066 60
betaTub85D CG17377 0.874317 60
CG8545 l(2)35Df 0.8743107 109
S-Lap8 Mst84Da 0.87422854 60
CG1394 Hsp60C 0.8742041 60
betaTub85D CG33340 0.87375444 60
Bka CG2972 0.8737236 112
CG18662 SIP2 0.87358284 60
CG1394 Mst84Da 0.87353474 60
betaTub85D CG18662 0.87350655 60
betaTub85D ocn 0.8734468 60
CG1394 SIP2 0.87342626 60
S-Lap8 CG31740 0.8734085 60
CG9246 hoip 0.8732239 111
CG9920 SIP2 0.87318474 60
betaTub85D CG8701 0.87318367 60
CG18662 Mst84Da 0.8731129 60
CG2127 CG31740 0.8729751 60
Mst84Da S-Lap4 0.87292135 60
betaTub85D S-Lap8 0.87287503 60
betaTub85D CG14926 0.8728677 60
CG5089 SIP2 0.87275165 60
CG5089 Hsp60C 0.8726708 60
Dbp45A l(2)34Fd 0.8725375 114
CG31740 CG33340 0.87241733 60
CG17377 CG31740 0.87236273 60
RpS8 CG3527 0.87235856 110
CG31740 Mst77F 0.87229735 60
CG31740 ocn 0.8722957 60
CG2260 Bka 0.87224853 114
CG14926 Mst84Da 0.87221307 60
Hsp60C CG14926 0.8721902 60
CG3071 Bka 0.87213564 114
l(2)34Fd CG5589 0.87195885 114
Mst98Ca SIP2 0.8719284 60
CG11920 Bka 0.8718639 114
Mst77F Mst84Da 0.8718253 60
CG8701 SIP2 0.8717633 60
betaTub85D CG9920 0.8717427 60
Hsp60C ocn 0.87170815 60
betaTub85D CG1394 0.871707 60
CG7246 Bka 0.8716257 114
CG10252 Mst84Da 0.8716198 60
Dbp45A Bka 0.87161136 112
betaTub85D CG5089 0.8716057 60
CG12050 Bka 0.87158173 114
betaTub85D Mst77F 0.87151176 60
Hsp60C CG4691 0.8712318 60
CG31740 loopin-1 0.8712048 60
CG4691 Mst84Da 0.8711808 60
betaTub85D CG31948 0.87116766 60
CG8701 Mst84Da 0.87111175 60
CG31740 CG15219 0.8710152 60
S-Lap8 SIP2 0.8709691 60
CG31740 CG12699 0.8708684 60
betaTub85D CG10252 0.87084305 60
CG2127 Mst84Da 0.8708255 60
Hsp60C Mst77F 0.87080985 60
betaTub85D loopin-1 0.87075037 60
Hsp60C Mst84Da 0.8706344 58
RpS9 CG3735 0.87061113 112
CG31740 S-Lap7 0.8705782 60
Hsp60C CG2127 0.8705684 60
CG31740 S-Lap4 0.8705624 60
Bka bys 0.87055343 114
CG31948 SIP2 0.8705357 60
CG17377 Hsp60C 0.87050325 60
CG4691 SIP2 0.8705017 60
SIP2 S-Lap4 0.87040883 60
CG31740 CG10252 0.8703685 60
CG2875 Bka 0.8703247 114
CG12301 Bka 0.8702919 114
betaTub85D CG4691 0.87028426 60
l(2)34Fd Fib 0.8702486 114
CG4554 RpS9 0.87022936 112
SIP2 ocn 0.8702036 60
Bka Fib 0.87016976 112
CG13097 Bka 0.8701483 114
Hsp60C CG15219 0.87010854 60
Bka l(3)72Dn 0.8700386 114
Bka wcd 0.870012 114
RpS8 hoip 0.8699888 108
CG10252 SIP2 0.86991906 60
betaTub85D S-Lap7 0.8698998 60
SIP2 Mst77F 0.86987054 60
l(2)35Df Fib 0.86970514 114
CG4866 RpS9 0.86965275 112
CG9799 Bka 0.86963063 114
CG8064 Bka 0.86961025 114
Bka l(3)07882 0.869607 114
CG2127 SIP2 0.8695302 60
CG31740 CG9920 0.8694906 60
CG5033 kz 0.8694102 114
CG1671 Bka 0.8693974 114
betaTub85D CG31740 0.86938673 58
CG9246 CG33506 0.8692447 114
SIP2 CG15219 0.86916625 60
betaTub85D CG2127 0.8691544 60
CG31948 Mst84Da 0.8690946 60
CG4554 CG5033 0.8689249 114
CG33340 SIP2 0.86886626 60
S-Lap8 Hsp60C 0.8688647 60
ocn Mst84Da 0.8687282 60
betaTub85D CG12699 0.86858624 60
betaTub85D S-Lap4 0.86856306 60
CG8701 Hsp60C 0.86852324 60
CG5589 Bka 0.8683946 112
CG5033 Mat89Ba 0.8682236 116
Hsp60C S-Lap4 0.868204 60
CG12325 Bka 0.86818445 114
Hsp60C CG33340 0.86815214 60
CG30349 Bka 0.86811906 114
CG7728 Bka 0.86805326 114
CG5033 CG3735 0.8680156 114
Hsp60C CG12699 0.86797386 60
S-Lap7 Mst84Da 0.86795616 60
CG9246 kz 0.86790365 114
RpS9 CG7275 0.8679031 112
l(2)k09022 Bka 0.8678199 114
loopin-1 SIP2 0.8676387 60
S-Lap7 SIP2 0.8675908 60
CG9246 CG3735 0.8675091 114
CG9246 Mat89Ba 0.8674935 116
CG33340 Mst84Da 0.8674486 60
Bka CG7338 0.86744463 114
l(2)34Fd CG3527 0.8674412 114
l(2)35Df CG3527 0.86743057 114
loopin-1 Mst84Da 0.8673229 60
l(2)35Df Rtc1 0.86722034 114
l(2)34Fd CG2972 0.86715406 114
nop5 Bka 0.86711067 114
Rtc1 l(2)34Fd 0.8670796 114
Bka CG5728 0.8670011 114
Hsp60C loopin-1 0.86690164 60
Bka Nop56 0.86683327 114
Hsp60C CG10252 0.866727 60
SIP2 CG12699 0.8666743 60
Bka CG9253 0.866573 112
U3-55K CG5033 0.86652046 114
RpS9 dbe 0.86644185 112
CG31740 Mst84Da 0.86641407 58
l(1)G0020 Bka 0.8663701 114
Hsp60C S-Lap7 0.86632514 60
RpS9 Sas10 0.8661857 112
l(1)G0004 RpS9 0.8660421 112
CG10909 CG2972 0.8659525 110
RpS8 Rtc1 0.8657758 110
CG15219 Mst84Da 0.86571705 60
CG9246 CG4554 0.8656597 114
CG12699 Mst84Da 0.8654861 60
CG5033 dbe 0.8653501 114
CG9246 CG7275 0.86529624 114
CG5033 Sas10 0.8651316 114
CG5033 CG7275 0.86490375 114
CG9246 dbe 0.8648509 114
betaTub85D Hsp60C 0.8646822 58
CG12861 CG4836 0.86466837 67
CG10909 Fib 0.8645904 110
RpS8 Fib 0.86457974 110
CG9246 l(1)G0004 0.8645626 114
Hsp60C CG9920 0.86451405 60
CG9246 Sas10 0.86445355 114
Bka CG13096 0.864102 114
CG9246 U3-55K 0.8633855 114
CG5033 l(1)G0004 0.86323774 114
CG9246 CG4866 0.8622755 114
CG4866 CG5033 0.86217844 114
CG33506 Bka 0.86180276 113
Aatf l(2)34Fd 0.8606215 106
CG4554 Bka 0.8596608 113
RpI135 l(2)35Df 0.8590684 108
U3-55K Bka 0.85906315 113
RpI135 l(2)34Fd 0.85807014 108
RpS13 CG3527 0.85793793 109
RpS9 Rtc1 0.85793334 111
CG3527 RpS16 0.8574252 109
CG10909 CG3527 0.857387 110
CG4866 RpS8 0.85622877 111
Aatf l(2)35Df 0.8558113 106
kz Bka 0.85534006 113
Bka Mat89Ba 0.85508853 115
pit l(1)G0020 0.85398453 113
CG2260 RpS9 0.8536464 113
l(1)G0004 RpS8 0.85354096 111
RpS8 CG3735 0.8535132 111
CG11920 RpS9 0.8534761 113
CG3071 RpS9 0.8533918 113
RpS9 CG12050 0.8533706 113
RpS9 Dbp45A 0.85330886 111
pit CG13096 0.8531751 113
RpI135 CG2972 0.8531717 110
RpS9 CG7246 0.8528257 113
CG4554 RpS8 0.8527983 111
RpI135 Rtc1 0.8526701 110
CG8545 l(1)G0020 0.85238147 113
CG9246 RpI135 0.85226303 107
CG5033 Dbp45A 0.85223633 113
RpS9 CG12301 0.85184544 113
RpS9 wcd 0.85168713 113
CG12861 CG31740 0.85164064 61
betaTub85D CG12861 0.85163933 61
RpS13 Rtc1 0.85154134 109
RpS9 CG8064 0.85134053 113
RpS9 CG2875 0.85127515 113
RpS8 CG7275 0.85121363 111
RpS9 l(3)72Dn 0.851015 113
Rtc1 RpS16 0.85089225 109
CG5033 CG5589 0.8508852 113
RpS9 bys 0.8508193 113
RpS9 l(1)G0020 0.850814 113
RpS9 l(3)07882 0.8505867 113
CG30349 RpS9 0.8505557 113
CG9246 CG5589 0.85038906 113
CG9246 Dbp45A 0.8503065 113
RpS9 CG13097 0.8502866 113
RpS9 CG9799 0.850226 113
RpS9 l(2)k09022 0.85021544 113
CG8545 CG13096 0.84995735 113
RpS8 dbe 0.849943 111
RpS9 CG1671 0.84993595 113
CG5033 CG9253 0.8497622 113
RpS9 CG13096 0.849693 113
CG5033 Rtc1 0.84966826 113
RpS9 CG9253 0.84957564 111
RpS9 CG5589 0.8495745 111
CG12325 RpS9 0.84952605 113
RpS8 Sas10 0.8494756 111
RpS9 Nop56 0.8493536 113
CG9246 Rtc1 0.84932005 113
CG9246 CG2972 0.84910196 113
CG2260 pit 0.84905684 113
CG12861 Hsp60C 0.84899324 61
CG7728 RpS9 0.8488361 113
RpS9 CG5728 0.8488038 113
nop5 RpS9 0.8487783 113
CG5033 CG3527 0.8486158 113
CG9246 CG3527 0.8483129 113
pit wcd 0.84823626 113
pit CG7246 0.8479719 113
RpS13 Fib 0.847904 109
RpS9 CG7338 0.84787786 113
CG12861 SIP2 0.84774685 61
CG30349 pit 0.8477164 113
pit CG2875 0.84757215 113
l(1)G0004 CG10909 0.84736526 111
CG9246 CG9253 0.84728014 113
pit l(3)07882 0.84722406 113
pit CG12050 0.8472155 113
pit CG3071 0.8471277 113
pit CG8064 0.8471123 113
pit l(3)72Dn 0.8470507 113
RpS16 Fib 0.8470165 109
pit l(2)k09022 0.84701455 113
pit CG5728 0.8468561 113
CG5033 CG2972 0.8468013 113
CG8545 CG9799 0.8466795 113
CG12861 Mst84Da 0.84662074 61
pit CG13097 0.846615 113
nop5 pit 0.84633243 113
CG11920 pit 0.8462448 113
pit CG9799 0.84621376 113
pit CG1671 0.84620976 113
pit CG12325 0.84618115 113
pit CG12301 0.84616184 113
CG8545 CG3071 0.8461309 113
CG7728 pit 0.84612834 113
CG2260 CG8545 0.84604114 113
pit Nop56 0.8460231 113
pit CG7338 0.8460183 113
CG8545 CG2875 0.8459646 113
CG8545 CG30349 0.8459322 113
CG8545 CG7246 0.84559643 113
CG5033 Fib 0.8454945 113
CG8545 CG1671 0.845418 113
pit bys 0.84521216 113
CG8545 l(3)72Dn 0.84510136 113
CG8545 CG12050 0.84508055 113
CG4554 CG10909 0.84505016 111
CG8545 CG8064 0.84498286 113
CG8545 wcd 0.8449686 113
CG8545 bys 0.8447095 113
CG8545 CG13097 0.8446154 113
Aatf CG5033 0.84449995 105
CG8545 l(3)07882 0.8444924 113
CG4866 CG10909 0.84444815 111
CG8545 CG7728 0.8443828 113
CG8545 l(2)k09022 0.844281 113
CG9246 Fib 0.84408545 113
CG8545 CG12325 0.84406644 113
CG33506 RpS9 0.8440052 112
CG10909 Sas10 0.8436844 111
CG8545 CG5728 0.8435892 113
CG8545 CG11920 0.8435521 113
CG9246 Aatf 0.84352607 105
CG3735 CG10909 0.84349954 111
CG10909 CG7275 0.8434605 111
CG8545 CG7338 0.8432313 113
Aatf pit 0.84314126 103
CG8545 CG12301 0.8430979 113
CG9107 pit 0.8429035 109
nop5 CG8545 0.84283596 113
CG8545 Nop56 0.8428185 113
dbe CG10909 0.84270376 111
loopin-1 CG4836 0.8426958 66
SIP2 S-Lap1 0.8426709 59
CG4554 Aatf 0.8424386 109
S-Lap7 CG4836 0.8424383 66
CG17376 SIP2 0.84239304 59
CG4836 CG12699 0.84227467 66
CG33340 CG4836 0.84201455 66
CG8545 CG33506 0.8419796 112
CG10252 CG4836 0.84193015 66
CG33506 pit 0.8418797 112
pit CG1789 0.84169686 109
S-Lap8 CG4836 0.8413558 66
CG4836 S-Lap4 0.8413151 66
RpS9 l(2)34Fd 0.8411988 109
U3-55K RpS9 0.840978 112
CG8545 Aatf 0.840935 103
CG4836 ocn 0.8405571 66
CG9920 CG4836 0.8403399 66
CG4866 RpS13 0.8402319 110
CG8701 CG4836 0.84012765 66
Mst98Ca CG4836 0.839916 66
CG4866 RpS16 0.8396117 110
CG4836 CG15219 0.83946353 66
CG4836 CG4691 0.8393337 66
CG1394 CG4836 0.8393273 66
CG4836 Mst77F 0.8392354 66
CG4836 CG14926 0.8391411 66
RpS8 CG2972 0.83900964 110
RpS13 CG3735 0.83900726 110
CG2127 CG4836 0.8389913 66
RpS9 kz 0.8388911 112
RpS13 l(1)G0004 0.83882046 110
CG5033 Bka 0.8386624 109
CG5089 CG4836 0.83857834 66
CG3735 RpS16 0.83827114 110
CG17377 CG4836 0.8382085 66
l(1)G0004 RpS16 0.83805 110
CG13245 CG4836 0.83801585 66
CG9246 Bka 0.837869 109
CG2260 RpS8 0.8377563 112
CG9107 l(2)35Df 0.8376291 112
CG11920 RpS8 0.8374602 112
CG4554 RpS13 0.8373115 110
CG8545 CG1789 0.837244 109
RpS8 CG3071 0.83693135 112
l(2)34Fd hoip 0.83678436 112
CG8545 hoip 0.83678293 109
RpS8 CG12050 0.8367192 112
CG31948 CG4836 0.836706 66
RpS8 CG7246 0.8366694 112
CG4554 RpS16 0.83655936 110
RpS13 CG7275 0.8362901 110
RpS9 Mat89Ba 0.8362724 114
CG18662 CG4836 0.8361602 66
CG4554 pit 0.8361465 112
RpS8 CG13096 0.83604985 112
RpS8 Dbp45A 0.8359677 110
CG10909 CG7338 0.8359232 112
CG10909 CG13096 0.83579147 112
pit CG3735 0.8356847 112
RpS8 CG2875 0.8356388 112
CG7275 RpS16 0.83558255 110
pit kz 0.8355083 112
RpS8 wcd 0.8352257 112
RpS8 l(1)G0020 0.835197 112
RpS8 CG12301 0.83502907 112
RpS8 bys 0.8350219 112
l(2)35Df CG1789 0.8348329 112
RpS13 dbe 0.834822 110
l(2)35Df hoip 0.83481383 112
pit Mat89Ba 0.8347927 114
CG4554 CG8545 0.83464587 112
RpS8 l(3)07882 0.8346344 112
RpS8 CG13097 0.8345637 112
RpS8 CG8064 0.83453727 112
RpS8 CG9253 0.8345252 110
RpS8 l(3)72Dn 0.8344953 112
dbe RpS16 0.83442193 110
RpS8 CG1671 0.8343538 112
RpS8 CG9799 0.8342954 112
RpS13 Sas10 0.83400226 110
CG30349 RpS8 0.8337373 112
CG9107 l(2)34Fd 0.83369935 112
CG4866 pit 0.8336775 112
RpS8 l(2)k09022 0.833477 112
l(2)34Fd CG1789 0.83342046 112
Sas10 RpS16 0.8333552 110
CG12325 RpS8 0.8333022 112
CG8545 kz 0.83321327 112
CG8545 CG3735 0.8331235 112
RpS8 CG5589 0.832954 110
RpS8 CG5728 0.83283824 112
CG7728 RpS8 0.83266664 112
RpI135 CG13096 0.832657 112
RpS8 CG7338 0.83254594 112
RpS8 Nop56 0.83249325 112
CG11920 CG10909 0.8322198 112
CG8545 U3-55K 0.83211285 112
U3-55K pit 0.8319905 112
nop5 RpS8 0.8319897 112
CG8545 Mat89Ba 0.8318477 114
l(1)G0020 CG10909 0.83183914 112
CG33506 RpS8 0.8318387 111
Rtc1 CG10909 0.83087575 110
CG9107 CG10909 0.8308266 108
CG7728 CG10909 0.83077925 112
RpI135 l(1)G0020 0.83072066 112
CG10909 CG12050 0.8307054 112
l(2)k09022 CG10909 0.830625 112
CG10909 bys 0.83055705 112
CG12301 CG10909 0.8300359 112
CG8545 CG7275 0.8299599 112
pit CG7275 0.82989645 112
pit Sas10 0.82984275 112
CG10909 Nop56 0.8297971 112
CG3071 CG10909 0.82978624 112
CG10909 l(3)07882 0.8297682 112
RpS9 CG2972 0.82976806 111
nop5 CG10909 0.8297566 112
pit dbe 0.8297359 112
CG10909 wcd 0.8296759 112
CG2260 CG10909 0.82961 112
CG8064 CG10909 0.82957023 112
CG7246 CG10909 0.8295168 112
CG30349 CG10909 0.8294762 112
CG10909 CG5728 0.8293403 112
pit l(1)G0004 0.82929075 112
CG9799 CG10909 0.8292894 112
CG2875 CG10909 0.82927215 112
CG1671 CG10909 0.82916176 112
CG13097 CG10909 0.8290875 112
CG12325 CG10909 0.8289767 112
RpS8 l(2)35Df 0.82890296 108
CG10909 l(3)72Dn 0.8288936 112
CG8545 dbe 0.82878846 112
CG8545 Sas10 0.82858497 112
CG8545 l(1)G0004 0.82797897 112
CG4866 CG8545 0.82769704 112
RpS13 CG2972 0.82619786 109
l(2)35Df CG10909 0.82607794 108
RpI135 CG13097 0.8258589 112
CG30349 RpI135 0.8256347 112
RpI135 CG1671 0.82558405 112
U3-55K RpS8 0.82548773 111
RpI135 CG2875 0.8254768 112
RpI135 CG12050 0.8253954 112
RpI135 CG12301 0.8253889 112
RpI135 CG3071 0.82535183 112
RpI135 l(3)07882 0.825342 112
RpI135 CG9799 0.8252635 112
RpS8 l(2)34Fd 0.82518804 108
CG2972 RpS16 0.82513547 109
RpI135 bys 0.82511646 112
CG10909 hoip 0.8250773 108
RpI135 CG7728 0.82506067 112
RpI135 CG7246 0.82487476 112
RpI135 l(2)k09022 0.82470906 112
CG2260 RpI135 0.82461876 112
Mst33A Hsp60C 0.8245419 55
RpI135 CG11920 0.8244725 112
RpI135 CG12325 0.8243609 112
RpI135 CG8064 0.8242357 112
RpI135 wcd 0.8242138 112
RpI135 CG5728 0.8241189 112
nop5 RpI135 0.82402855 112
RpI135 Nop56 0.82399213 112
RpI135 l(3)72Dn 0.82382494 112
Aatf Fib 0.8236667 108
CG33506 CG10909 0.8230599 111
RpI135 CG7338 0.823056 112
RpS8 kz 0.8220046 111
CG2260 RpS13 0.8218503 111
RpS13 CG3071 0.8217467 111
CG9107 CG5033 0.8217256 111
CG11920 RpS13 0.82170904 111
RpS13 CG12050 0.8215996 111
pit Dbp45A 0.8212828 111
RpS13 CG7246 0.82124156 111
CG2260 RpS16 0.8211577 111
CG3071 RpS16 0.8211199 111
CG11920 RpS16 0.82101536 111
CG12050 RpS16 0.8209032 111
RpS13 Dbp45A 0.82083845 109
CG7246 RpS16 0.8206495 111
pit CG3527 0.8206175 111
Aatf CG3527 0.8201806 108
RpS13 CG12301 0.8199166 111
RpS8 Mat89Ba 0.8197776 113
RpS16 CG13096 0.81972384 111
Dbp45A RpS16 0.8196714 109
RpS13 bys 0.8195771 111
CG2875 RpS16 0.8195508 111
RpS13 wcd 0.8194872 111
CG33506 RpI135 0.8194526 111
RpS13 CG2875 0.8192548 111
CG12301 RpS16 0.8192493 111
RpS13 CG13096 0.819193 111
pit CG5589 0.8190242 111
RpS13 CG8064 0.81896186 111
CG5033 RpS9 0.81895477 108
bys RpS16 0.8188391 111
RpS13 CG13097 0.8188257 111
wcd RpS16 0.81875074 111
RpS13 l(3)07882 0.81868666 111
RpS13 l(3)72Dn 0.81834584 111
RpS13 CG9799 0.81824887 111
CG8064 RpS16 0.8182231 111
RpS13 CG1671 0.8181825 111
CG30349 RpS13 0.8181487 111
CG13097 RpS16 0.8181211 111
RpS13 CG9253 0.8181103 109
RpS16 l(3)07882 0.8180482 111
RpS13 l(1)G0020 0.81791246 111
RpS16 l(3)72Dn 0.8179114 111
CG30349 RpS16 0.8178858 111
CG9107 RpI135 0.8178669 108
CG9246 RpS9 0.8177154 108
CG9799 RpS16 0.81761044 111
RpS13 l(2)k09022 0.81754375 111
CG1671 RpS16 0.81750953 111
RpS13 CG5589 0.8174711 109
pit CG9253 0.81742764 111
Mst33A CG31740 0.8173685 55
RpI135 CG1789 0.81731176 108
RpS13 CG12325 0.8172185 111
CG5589 RpS16 0.81717205 109
CG9253 RpS16 0.8170052 109
l(2)k09022 RpS16 0.81700504 111
CG10909 Mat89Ba 0.81694317 113
CG7728 RpS13 0.81672597 111
RpS13 CG7338 0.81650996 111
CG12325 RpS16 0.81650805 111
RpS13 Nop56 0.8163675 111
CG33506 RpS13 0.8162735 110
CG33506 RpS16 0.8162032 110
RpS13 CG5728 0.8161331 111
CG7728 RpS16 0.81604177 111
l(1)G0020 RpS16 0.8160411 111
RpS16 Nop56 0.8158925 111
CG7338 RpS16 0.81578887 111
nop5 RpS13 0.8156908 111
CG8545 CG5589 0.8154622 111
CG5728 RpS16 0.8153842 111
nop5 RpS16 0.81524754 111
U3-55K CG10909 0.81513506 111
CG5033 CG1789 0.81513214 111
pit CG2972 0.8150934 111
CG8545 Dbp45A 0.81462276 111
CG9107 CG9246 0.8143742 111
CG17376 CG4836 0.8141694 65
RpI135 kz 0.813874 111
RpS13 l(2)35Df 0.81349653 107
CG9246 CG1789 0.8133324 111
Aatf kz 0.81322277 109
pit Rtc1 0.8128869 111
pit Fib 0.8128011 111
RpI135 Mat89Ba 0.8124315 113
CG4836 S-Lap1 0.81238693 65
CG8545 Rtc1 0.81229234 111
Hsp60C SIP2 0.81229126 58
l(2)35Df RpS16 0.81228715 107
CG4866 RpI135 0.8122174 111
CG8545 CG9253 0.81183034 111
RpI135 CG3735 0.810918 111
CG31740 SIP2 0.81005603 58
RpI135 U3-55K 0.80983555 111
CG5033 hoip 0.80983514 111
U3-55K RpS13 0.8097917 110
RpI135 dbe 0.8096342 111
CG8545 Fib 0.8095933 111
RpS13 l(2)34Fd 0.80956596 107
RpI135 CG7275 0.809452 111
U3-55K RpS16 0.8094376 110
CG4554 RpI135 0.8091919 111
CG8545 CG3527 0.80905783 111
RpI135 Sas10 0.8087716 111
l(2)34Fd RpS16 0.80862975 107
RpI135 l(1)G0004 0.80828863 111
RpS13 kz 0.8068648 110
kz RpS16 0.8057698 110
CG8545 CG2972 0.80564874 111
pit Bka 0.80485696 107
RpS13 Mat89Ba 0.8042469 112
Aatf CG13096 0.8039323 110
l(2)35Df Bka 0.8033438 110
Mat89Ba RpS16 0.803151 112
CG5033 RpS8 0.8026949 107
l(2)34Fd Bka 0.80192083 110
Aatf l(1)G0020 0.8010626 110
CG8545 Bka 0.79964 107
CG10909 CG1789 0.79879504 108
RpI135 CG9253 0.7987136 110
RpI135 Dbp45A 0.79685616 110
RpI135 CG5589 0.79649174 110
Aatf CG9253 0.7963395 108
Aatf CG30349 0.7957382 110
Aatf CG7338 0.7953939 110
RpS8 CG10909 0.79527926 104
Aatf Dbp45A 0.7952038 108
RpI135 CG3527 0.7950976 110
Aatf l(2)k09022 0.7947253 110
Aatf CG12050 0.7945448 110
Aatf CG5589 0.7944659 108
Mst33A S-Lap1 0.7942892 56
Aatf CG3071 0.7941045 110
Aatf RpI135 0.7940588 102
Aatf Nop56 0.7940101 110
Aatf wcd 0.79393214 110
Aatf CG12301 0.79390806 110
Aatf CG7728 0.79384965 110
Aatf CG11920 0.7938433 110
Aatf CG5728 0.79377836 110
Aatf CG7246 0.7934756 110
CG2260 Aatf 0.79345983 110
Aatf CG2875 0.7932886 110
Aatf CG12325 0.79324913 110
Aatf l(3)07882 0.79320776 110
Aatf CG8064 0.7931032 110
nop5 Aatf 0.79299194 110
Aatf bys 0.7929396 110
Aatf CG9799 0.7923295 110
Aatf CG1671 0.7922623 110
Aatf CG13097 0.7922445 110
Aatf l(3)72Dn 0.7922223 110
RpI135 Fib 0.7915177 110
CG9107 Aatf 0.7905778 106
Aatf CG2972 0.78961945 108
CG17376 Mst33A 0.7886485 56
Aatf CG33506 0.7864746 109
Aatf hoip 0.785897 106
CG5033 RpS13 0.78530496 106
l(2)35Df RpS9 0.7845577 109
CG5033 RpS16 0.7844038 106
pit RpS9 0.7843629 106
CG9246 RpS13 0.7841021 106
Aatf CG3735 0.783503 109
CG9246 RpS16 0.7832583 106
CG9107 CG8545 0.7831831 109
CG31740 CG4836 0.7816018 64
Aatf Mat89Ba 0.7813845 111
RpI135 Bka 0.7800292 106
RpS9 CG10909 0.77978104 105
betaTub85D CG4836 0.7793323 64
Aatf Sas10 0.7791752 109
CG8545 RpS9 0.779075 106
RpS13 CG10909 0.77896535 103
Aatf CG7275 0.7785583 109
pit hoip 0.77839345 109
CG4836 SIP2 0.77813137 64
CG10909 RpS16 0.7777959 103
CG4866 Aatf 0.77734876 109
Aatf U3-55K 0.7770443 109
Aatf dbe 0.7767526 109
CG4836 Mst84Da 0.77626795 64
Aatf l(1)G0004 0.77622855 109
Hsp60C CG4836 0.7746793 64
l(2)34Fd CG10909 0.77141285 108
CG10909 Bka 0.76927656 106
pit RpS8 0.76776373 105
Mst33A SIP2 0.76595914 55
CG8545 RpS8 0.7625974 105
Aatf Rtc1 0.7619543 108
RpI135 hoip 0.7596406 108
Mst33A Mst84Da 0.75545734 55
betaTub85D Mst33A 0.7549225 55
pit RpS13 0.7504118 104
pit RpS16 0.749766 104
CG5033 CG10909 0.7485234 107
CG9246 RpS8 0.7478373 107
CG9246 CG10909 0.7456873 107
CG8545 RpS13 0.74516004 104
RpI135 RpS8 0.74453986 104
CG8545 RpS16 0.7442547 104
Aatf RpS9 0.73301554 103
Aatf CG1789 0.73172504 106
RpI135 CG10909 0.72852856 104
RpI135 RpS13 0.7273724 103
RpI135 RpS16 0.72670346 103
Aatf CG10909 0.72359806 102
Mst33A CG31948 0.7209155 57
CG5089 Mst33A 0.72017896 57
Mst98Ca Mst33A 0.7194661 57
pit CG10909 0.7188731 105
Aatf RpS8 0.7184769 102
Mst33A CG13245 0.7183113 57
CG18662 Mst33A 0.7179635 57
CG1394 Mst33A 0.7167899 57
Mst33A Mst77F 0.71653956 57
Mst33A CG4691 0.7158933 57
S-Lap8 Mst33A 0.7154687 57
Mst33A CG2127 0.71542054 57
CG8701 Mst33A 0.71520156 57
Mst33A CG14926 0.7139557 57
Mst33A CG33340 0.7128335 57
Mst33A ocn 0.71217674 57
Mst33A CG10252 0.71198165 57
Mst33A CG15219 0.7118473 57
CG17377 Mst33A 0.71169454 57
Mst33A S-Lap4 0.71086466 57
Mst33A CG9920 0.7108471 57
Mst33A loopin-1 0.71012264 57
Mst33A S-Lap7 0.7100027 57
Mst33A CG12699 0.70801675 57
CG8545 CG10909 0.70798504 105
RpI135 RpS9 0.7076113 105
Aatf Bka 0.7039869 104
Aatf RpS13 0.70180535 101
Aatf RpS16 0.7005045 101
l(1)1Bi Aatf 0.70022726 89
CG12861 Mst33A 0.69601476 58
l(1)1Bi pit 0.69447726 92
l(1)1Bi CG8545 0.69418395 92
l(1)1Bi RpI135 0.6916368 91
Mst33A CG4836 0.6779372 61
l(1)1Bi CG9246 0.673067 94
l(1)1Bi CG5033 0.6702219 94
